172.20.0.1 - - [03/Jul/2025:23:34:31 +0000] "GET /openapi.json HTTP/1.1" 404 5094 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.052 uct="0.000" uht="0.044" urt="0.052"
172.20.0.1 - - [03/Jul/2025:23:34:46 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
172.20.0.1 - - [03/Jul/2025:23:34:46 +0000] "GET /favicon.ico HTTP/1.1" 200 275470 "http://localhost/api/docs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.230 uct="0.000" uht="0.227" urt="0.230"
172.20.0.1 - - [03/Jul/2025:23:34:53 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:35:33 +0000] "GET /api/ HTTP/1.1" 200 97 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:39:00 +0000] "GET /apidocs HTTP/1.1" 404 5094 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.047 uct="0.001" uht="0.040" urt="0.048"
172.20.0.1 - - [03/Jul/2025:23:39:00 +0000] "GET /_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_fd44f5a4._.js HTTP/1.1" 499 0 "http://localhost/apidocs" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.000 uct="0.000" uht="-" urt="0.000"
172.20.0.1 - - [03/Jul/2025:23:39:04 +0000] "GET /_next/webpack-hmr HTTP/1.1" 101 446 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=3.777 uct="0.000" uht="0.001" urt="3.777"
172.20.0.1 - - [03/Jul/2025:23:39:04 +0000] "GET /api/docs HTTP/1.1" 404 22 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
172.20.0.1 - - [03/Jul/2025:23:42:27 +0000] "GET /api/docs HTTP/1.1" 200 931 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
